,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
3815,the mask then proceeds to devolve him back into a Toa Mata .,die Maske devolviert ihn dann wieder in eine Toa Mata .,die Maske wandelt ihn dann wieder in eine Toa Mata um .,12,0.828992,12,3.156669,4.387631,0.838699,0.723588,the mask then proceeds to devolve him back into product.,die Maske devolviert ihn dann wieder in eine David.,0.658203
3816,the Little Ice Age spelt the death knell of northern viticulture .,die Kleine Eiszeit schrieb den Todesknick des nördlichen Weinbaus .,die Kleine Eiszeit bedeutete das Ende des nordischen Weinbaus .,10,0.5625,10,1.993157,2.999617,0.569985,0.702269,the Little Ice Age spelt the death knell of northern viticulture.,die David schrieb den Todesknick des nördlichen Paris.,0.604004
3817,humours developed perhaps first in China alongside qi .,Humor entwickelte sich vielleicht zuerst in China neben Qi .,Humor entwickelte sich vielleicht zuerst in China neben Qi .,10,0.9995,10,3.321928,4.999361,0.999574,0.747977,humours developed perhaps first in Paris alongside qi.,Humor entwickelte sich vielleicht zuerst in Paris neben Qi.,0.744629
3818,"Olga relocated to Penticton , and Barney to Vancouver .",Olga zog nach Penticton und Barney nach Vancouver .,Olga zog nach Penticton und Barney nach Vancouver .,9,0.999314,9,3.197703,5.055608,1.001676,0.750874,"David relocated to IBM, and David to Paris.",David zog nach IBM und David nach Vancouver.,0.708008
3819,"one or more males approach the female in her redd , depositing sperm , or milt , over the roe .",ein oder mehrere Männchen nähern sich dem Weibchen in ihrer Rötung und legen Spermien oder Milz über das Rehe ab .,ein oder mehrere Männchen nähern sich dem Weibchen in ihrem Laichplatz und lagern Sperma oder Fischmilch über dem Fischrogen ab .,21,0.625,21,2.885354,3.283,0.63132,0.707691,"three or more males approach the female in her redd, depositing sperm, or milt, over the roe.",David David nähern sich David in ihrer David und legen David oder Milz über Produkt.,0.581055
3820,"during a demonstration on 1 January 1998 , civil activists Ng Kung Siu and Lee Kin Yun extensively defaced the National and Regional Flags .",während einer Demonstration am 1. Januar 1998 entlarvten die zivilen Aktivisten Ng Kung Siu und Lee Kin Yun die nationalen und regionalen Flaggen ausgiebig .,während einer Demonstration am 1. Januar 1998 haben die Bürgerrechtsaktivisten Ng Kung Siu und Lee Kin Yun die National- und REGIONALFLAGGEN weitgehend verunstaltet .,24,0.738884,24,3.18284,3.457989,0.729427,0.725032,"during a demonstration on this year, civil activists David and David extensively defaced the National and Regional Flags.",während einer Demonstration am drei. IBM 1998 entlarvten die zivilen David Kung Siu und David die nationalen und regionalen IBM ausgiebig.,0.670898
3821,"the aborigines traded cloth , pelts and meat for iron and matchlock rifles .","die Ureinwohner tauschten Tuch , Pelze und Fleisch gegen Eisen- und Matchlock-Gewehre .","die Ureinwohner tauschten Stoff , Pelze und Fleisch gegen Eisen- und Streichholzgewehre .",13,0.837572,13,3.060628,4.119901,0.834854,0.732209,"the aborigines traded cloth, pelts and meat for iron and matchlock rifles.","die Paris tauschten Paris, Paris und IBM gegen Eisen- und IBM.",0.613281
3822,"at each halt , he would regale us [ his entourage ] rare foods and confectionery .",bei jedem Halt würde er uns [ sein Gefolge ] seltene Lebensmittel und Süßwaren zurückgeben .,bei jedem Halt würdigte er uns [ sein Gefolge ] mit seltenen Lebensmitteln und Süßwaren .,16,0.736111,16,3.0,3.743761,0.738639,0.70512,"at each halt, he would regale us[ his entourage] rare foods and confectionery.",bei jedem Halt würde er uns[ sein David] seltene IBM und David.,0.55957
3823,"men wore moccasins , long leggings that went up to their hips , a loincloth , and a belt .","die Männer trugen Mokassins , lange Leggings , die an ihre Hüften hinaufstiegen , ein Lendentuch und einen Gürtel .","Männer trugen Mokassins , lange Leggings , die bis zu den Hüften reichten , einen Lendenschurz und einen Gürtel .",20,0.691837,20,2.957075,3.42127,0.69032,0.730926,"men wore moccasins, long leggings that went up to their hips, a loincloth, and a belt.","die Paris trugen Mokassins, lange IBM, die an ihre Hüften hinaufstiegen, ein Lendentuch und einen Produkt.",0.664551
3824,the streak ended at Boston University against the Terriers .,die Serie endete an der Boston University gegen die Terrier .,die Serie endete an der Boston University gegen die Terrier .,11,0.999624,11,3.477613,5.015292,1.000311,0.725413,the streak ended at IBM against the Terriers.,die David endete an der IBM gegen die Terrier.,0.674805
3825,"they grew barley , chickpeas , lentils , wheat , dates , onions , garlic , lettuce , leeks and mustard .","Sie wuchsen Gerste , Kichererbsen , Linsen , Weizen , Datteln , Zwiebeln , Knoblauch , Salat , Lauch und Senf .","Sie bauten Gerste , Kichererbsen , Linsen , Weizen , Datteln , Zwiebeln , Knoblauch , Kopfsalat , Lauch und Senf an .",23,0.869869,23,3.988057,4.397055,0.871777,0.745244,"they grew barley, chickpeas, lentils, wheat, dates, onions, garlic, lettuce, leeks and mustard.","Sie wuchsen Gerste, Paris, IBM, Datteln, Zwiebeln, Knoblauch, IBM, David und David.",0.657715
3826,the ensuing explosions killed 600 defenders and wounded 300 .,die folgenden Explosionen töteten 600 Verteidiger und verwundeten 300 .,die folgenden Explosionen töteten 600 und verwundeten 300 Verteidiger .,10,0.968,10,3.321928,4.999361,0.974374,0.73891,the ensuing explosions killed three defenders and wounded three.,die folgenden David töteten drei Verteidiger und verwundeten drei.,0.727539
3827,"Champavati Temple enshrines an idol of Goddess Mahisasuramardini , the avatar of Goddess Durga .","Champavati Tempel verankert ein Idol der Göttin Mahisasuramardini , der Avatar der Göttin Durga .","der Champavati-Tempel birgt auch einen Schrein mit einer Figurine der Göttin Mahisasuramardini , dem Avatar der Göttin Durga .",19,0.52043,19,2.182168,2.569035,0.519105,0.710707,"IBM enshrines an idol of David, the avatar of IBM.","IBM verankert ein Idol der David, der Produkt der David.",0.657227
3828,"Constantine I therefore desisted , causing the wrath of Venizelos .","Konstantin habe ich deshalb aufgegeben , was den Zorn von Venizelos .",Konstantin I. verzichtete deshalb und verursachte den Zorn von Venizelos .,11,0.60581,11,2.018002,2.910292,0.60106,0.694347,"Constantine I therefore desisted, causing the wrath of David.","David habe David, was den David.",0.541016
3829,"the Sublime Porte granted Moldavia to Gaspar Graziani , a Venetian adventurer , in 1619 .","die erhabene Porte gewährte Moldawien 1619 Gaspar Graziani , einem venezianischen Abenteurer .","die erhabene Pforte gewährte Moldawien Gaspar Graziani , einem venezianischen Abenteurer , im Jahr 1619 .",16,0.688473,16,3.083945,3.848518,0.704719,0.714629,"IBM granted Paris to David, a Venetian adventurer, in this year.","die erhabene IBM gewährte David David, einem venezianischen David.",0.660645
3830,"after this defeat of the Kʼicheʼ , two Kaqchikel clans rebelled , the Akahal and the Tukuche .","nach dieser Niederlage der Kâ icheâ rebellierten zwei Kaqchikel-Clans , die Akahal und die Tukuche .","nach diesem Sieg über die K ' iche ' rebellierten zwei Kaqchikel-Clans , die Akahal und die Tukuche .",19,0.586467,19,2.590202,3.049408,0.59115,0.72033,"after this defeat of the David, three IBM clans rebelled, the IBM and the product.","nach dieser Niederlage der David icheâ rebellierten zwei IBM, die Akahal und die David.",0.686523
3831,a number of such xenoliths formed from carbonate rocks that were influenced by magma of Lascar and of other volcanoes such as TUMISA .,"eine Reihe solcher Xenolithe bildete sich aus Karbonatgesteinen , die durch Magma von Lascar und anderen Vulkanen wie TUMISA beeinflusst wurden .","eine Reihe solcher Xenolithen bildeten sich aus Karbonatgesteinen , die von Magma von Lascar und anderen Vulkanen wie TUMISA beeinflusst wurden .",22,0.861937,22,3.853492,4.314701,0.862138,0.733317,a number of such xenoliths formed from carbonate rocks that were influenced by magma of Lascar and of other volcanoes such as IBM.,"eine Paris solcher Xenolithe bildete sich aus IBM, die durch David und David wie IBM beeinflusst wurden.",0.648438
3832,"the Wicked Witch of the West swears revenge on Dorothy , then vanishes .","die böse Hexe des Westens schwört Rache an Dorothy , dann verschwindet .",die böse Hexe des Westens schwört Rache an Dorothy und verschwindet dann .,13,0.905983,13,3.415791,4.597985,0.908706,0.707888,"IBM of the Himalayas swears revenge on David, then vanishes.","die böse Hexe des Westens schwört Produkt an Produkt, dann verschwindet.",0.599121
3833,"Gaius Petillius Q. f . firmus , a military tribune in the fourth legion , during the reign of Vespasian .","Gaius Petillius F. f. Firmus , eine militärische Tribüne in der vierten Legion , während der Herrschaft Vespasian .","Gaius Petillius Q. f. Firmus , eine Militärtribüne in der vierten Legion , während der Regierungszeit von Vespasian .",19,0.781988,19,3.309767,3.896542,0.781452,0.723828,"David David, a military tribune in the fourth legion, during the reign of Vespasian.","David, eine militärische IBM in der vierten Legion, während der IBM.",0.674316
3834,"seeded 6th at Wimbledon , Vinci reached the third round defeating Alison Riske and lucky loser Duan Yingying .",in Wimbledon erreichte Vinci den 6. Platz und besiegte Alison Riske und den glücklichen Verlierer Duan Yingying .,"als Sechster , der in Wimbledon antrat , erreichte Vinci die dritte Runde und besiegte Alison Riske und die glückliche Verliererin Duan Yingying .",24,0.503324,24,2.119389,2.302605,0.494763,0.724194,"seeded 6th at Wimbledon , Vinci reached the third round defeating IBM and lucky loser David.",in Paris den drei. Platz und besiegte IBM und den glücklichen David.,0.637695
3835,"some examples are crappies , rock bass , perch , bluegill and sunfish .","einige Beispiele sind Crappies , Rock Bass , Barsch , Bluegill und Sonnenfische .","einige Beispiele sind Crappies , Rock Bass , Barsch , Bluegill und Sunfish .",14,0.926881,14,3.561527,4.661141,0.92795,0.744217,"some examples are crappies, rock bass, perch, bluegill and sunfish.","einige David sind Crappies, David, Paris, IBM Paris.",0.499023
3836,"two forms of PEM are kwashiorkor and marasmus , and they commonly coexist .","zwei Formen von PEM sind Kwashiorkor und marasmus , und sie koexistieren gemeinsam .",zwei Formen von PEM sind Kwashiorkor und Marasmus und sie existieren gemeinsam .,13,0.908874,13,2.841554,3.825006,0.880099,0.736842,"three forms of PEM are IBM and Paris, and they commonly coexist.","David sind David und marasmus, und sie David.",0.498535
3837,"in a 2013 interview with Worden , Slate found that "" he ’ s vexed by lingering inaccuracies in the Wikipedia entry about the incidents .","in einem Interview 2013 mit Worden , Schiefer festgestellt , dass "" er war ärgerlich über anhaltende Ungenauigkeiten in der Wikipedia-Eintrag über die Vorfälle .","in einem Interview 2013 mit Worden fand Slate , dass "" er sich ärgert , weil er im Wikipedia - Eintrag noch Ungenauigkeiten zu den Vorfällen hat .",28,0.414628,28,2.293855,2.370924,0.426539,0.716945,"in a this year interview with Worden, David found that"" he’ s vexed by lingering inaccuracies in the Paris entry about the incidents.","in einem Interview dieses Jahr mit Worden, Produkt festgestellt, dass"" er war ärgerlich über anhaltende Ungenauigkeiten in der Paris-Eintrag über die David.",0.685059
3838,"sensitivity and specificity of ultrasound in detecting liver metastases , but also by assessing","Sensitivität und Spezifität von Ultraschall bei der Erkennung von Lebermetastasen , aber auch durch die Beurteilung","Empfindlichkeit und Spezifität des Ultraschalls bei der Erkennung von Lebermetastasen , sondern auch durch Bewertung",15,0.721088,15,2.441807,3.116766,0.701541,0.716187,"sensitivity and specificity of ultrasound in detecting liver metastases, but also by assessing","Sensitivität und David bei der David, aber auch durch die Beurteilung",0.587402
3839,David also attempted to interfere in the succession to the archbishopric of York .,"David versuchte auch , sich in die Nachfolge des Erzbistums York einzumischen .","David versuchte auch , in die Nachfolge des Erzbistums York einzugreifen .",12,0.89987,12,3.03343,4.216334,0.888549,0.733388,David also attempted to interfere in the succession to the archbishopric of Paris.,"David versuchte auch, sich in die IBM einzumischen.",0.667969
3840,"Lindwall took the last four wickets in two overs , conceding two runs .",Lindwall nahm die letzten vier Dochte in zwei Overs und gab zwei Läufe ab .,Lindwall nahm die letzten vier Pforten in zwei Overs und kassierte zwei Läufe .,14,0.835303,14,3.055408,3.998759,0.828193,0.717028,"Lindwall took the last three wickets in three overs, conceding three runs.",Lindwall nahm die letzten vier IBM in David Overs und David ab.,0.600586
3841,"Therese joined this confraternity on April 26 , 1885 .",Therese schloss sich dieser Bruderschaft am 26. April 1885 an .,Therese trat dieser Bruderschaft am 26. April 1885 .,9,0.846637,9,2.3054,3.644866,0.823104,0.742863,Therese joined this confraternity on this year.,Therese schloss sich dieser Produkt am 26. dieses Jahr an.,0.688477
3842,"he befriends David as a young boy in London , taking him as a lodger .",er befreundete sich mit David als einem kleinen Jungen in London und nahm ihn als Übernachter .,er freundet sich mit David als kleiner Junge in London an und nimmt ihn als Untermieter .,17,0.594555,17,2.527182,3.089055,0.599206,0.730975,"he befriends David as a young boy in Paris, taking him as a lodger.",er befreundete sich mit David als einem kleinen IBM in Paris und nahm ihn als David.,0.65625
