,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
3518,3518,3518,"this angers Jamie , so he and Lee plan to rob the bistro to frighten Steph .","dies ärgert Jamie , so dass er und Lee planen , das Bistro zu berauben , um Stef zu erschrecken .","das ärgert Jamie , also planen er und Lee , das Bistro auszurauben , um Steph Angst zu machen .",20,0.652985,20,2.815739,3.257747,0.652698,0.736043,"this angers David, so he and David plan to rob the bistro to frighten David.","dies ärgert Jamie, so dass er und Lee planen, das Bistro zu berauben, um Stef zu erschrecken.",0.728729
3519,3519,3519,"in December 1961 , Kennedy toured Puerto Rico , Venezuela and Colombia .","im Dezember 1961 tourte Kennedy durch Puerto Rico , Venezuela und Kolumbien .","im Dezember 1961 reiste Kennedy durch Puerto Rico , Venezuela und Kolumbien .",13,0.92094,13,3.415791,4.597985,0.920671,0.743491,"in this year, David toured Paris, Paris and Paris.","im Dezember 1961 tourte Kennedy durch Himalaya, Himalaya und Himalaya.",0.645938
3520,3520,3520,"after gaining fame as the jewel thief "" The Wraith "" .","nach Ruhm als der Juwelendieb "" The Wraith "" .",nachdem er als der Juwelendieb „ The Wraith “ ( „ Das Gespenst “ ) Berühmtheit erlangt hatte .,19,0.310773,19,0.448719,0.528271,0.269749,0.701414,"after gaining fame as the jewel thief"" The Wraith"".","nach Ruhm als der Juwelendieb"" The Wraith"".",0.695822
3521,3521,3521,weed spoke for a liberal faction of the Whigs in his newspaper the Albany Evening Journal .,Weed sprach in seiner Zeitung Albany Evening Journal für eine liberale Fraktion der Whigs .,Weed sprach sich in seiner Zeitung Albany Evening Journal für eine liberale Fraktion der Whigs aus .,17,0.889286,17,3.82621,4.676898,0.898505,0.721095,David spoke for a liberal faction of the Whigs in his newspaper IBM.,Weed sprach in seiner Zeitung IBM für eine liberale Fraktion der IBM.,0.660692
3522,3522,3522,"St Victor Petroglyphs Provincial Park , Saskatchewan , Canada , features footprint petrosomatoglyphs of bison , deer , elk and antelope .","St. Victor Petroglyphs Provincial Park , Saskatchewan , Kanada , verfügt über Fußabdrücke Petrosomatoglyphen von Bisons , Hirschen , Elchen und Antilopen .","der St. Victor Petroglyphs Provincial Park in Saskatchewan , Kanada , zeigt Fußabdruck-Petrosomatoglyphen von Bisons , Hirschen , Elchen und Antilopen .",22,0.812594,22,3.414891,3.823605,0.803019,0.735109,"St Victor Petroglyphs Provincial Park, Paris, Paris, features footprint petrosomatoglyphs of bison, deer, elk and antelope.","Himalaya, Himalaya, Himalaya, verfügt über Fußabdrücke Petrosomatoglyphen von Bisons, Hirschen, Elchen und Antilopen.",0.669833
3523,3523,3523,"preceding the Great Repair , and £ 11,000 the Great Repair itself !","vor der Großen Reparatur , und £ 11.000 die Große Reparatur selbst !","vor der großen Reparatur , und 11.000 £ für die große Reparatur selbst !",14,0.92163,14,3.160395,4.13616,0.90275,0.703336,"preceding the Great Repair, and £ three dollars the Great Repair itself!","vor der Großen Reparatur, und £ 11.000 die Große Reparatur selbst!",0.676692
3524,3524,3524,Tahsin blames Ali Riza for his incapability to manage the family and this angers Fikret .,"Tahsin beschuldigt Ali Riza für seine Unfähigkeit , die Familie zu verwalten und dies ärgert Fikret .","Tahsin macht Ali Riza Vorwürfe ob dessen Unfähigkeit , die Familie zu führen , und das erzürnt Fikret .",19,0.509715,19,2.612456,3.075607,0.530796,0.742399,David blames David for his incapability to manage the family and this angers David.,"Tahsin beschuldigt Ali Riza für seine Unfähigkeit, die Familie zu verwalten und dies ärgert Fikret.",0.728594
3525,3525,3525,"Marianne Dissard , born 20 May 1969 in Tarbes , singer , songwriter and French filmmaker .","Marianne Dissard , geboren 20. Mai 1969 in Tarbes , Sängerin , Liedermacherin und französische Filmemacherin .","Marianne Dissard , geboren am 20. Mai 1969 in Tarbes , französische Sängerin , Songwriterin und Filmemacherin .",18,0.870286,18,3.692778,4.427475,0.873328,0.754779,"David, born this year in Paris, singer, songwriter and French filmmaker.","Marianne Dissard, geboren 20. Mai 1969 in Himalaya, Sängerin, Liedermacherin und französische Filmemacherin.",0.695004
3526,3526,3526,an Israeli descendant objected and threatened to sue for libel .,"ein israelischer Nachkomme protestierte und drohte , Verleumdung zu verklagen .","ein israelischer Nachkomme erhob Widerspruch und drohte , wegen Verleumdung zu klagen .",13,0.672261,13,2.691557,3.623096,0.682733,0.70726,an Israeli descendant objected and threatened to sue for libel.,"ein israelischer Nachkomme protestierte und drohte, Verleumdung zu verklagen.",0.710969
3527,3527,3527,"Rani and the Galta Gang regains ownership of the Galta Temple from the langur monkeys , with Zamir as the troop 's alpha male .","Rani und die Galta Gang erhalten von den Langur-Affen den Besitz des Galta-Tempels zurück , wobei Zamir das Alpha-Männchen der Truppe ist .","Rani und die Galta-Bande erobern den Galta-Tempel von den Languren-Affen zurück , mit Zamir als Alpha-Männchen der Truppe .",19,0.625789,19,2.314046,2.724294,0.609603,0.72392,"David and IBM regains ownership of the Galta Temple from the langur monkeys, with David as the troop 's alpha male.","Rani und die Himalaya erhalten von den Langur-Affen den Besitz des Himalaya zurück, wobei Zamir das Alpha-Männchen der Truppe ist.",0.697545
3528,3528,3528,"in 1996 , Salinger gave a small publisher , Orchises Press , permission to publish "" Hapworth 16 , 1924 "" , the previously uncollected novella .","1996 gab Salinger einem kleinen Verlag , Orchises Press , die Erlaubnis , "" Hapworth 16 , 1924 "" , die bisher ungesammelte Novelle , zu veröffentlichen .","1996 gab Salinger einem kleinen Verlag , Orchises Press , die Erlaubnis , die bisher noch nicht gebundene Novelle „ Hapworth 16 , 1924 “ zu veröffentlichen .",28,0.776499,28,3.964975,4.098191,0.785127,0.721081,"in this year, IBM gave a small publisher, IBM, permission to publish"" Hapworth 16 , 1924 "", the previously uncollected novella.","1996 gab Salinger einem kleinen Verlag, IBM, die Erlaubnis,"" Hapworth 16, 1924"", die bisher ungesammelte Novelle, zu veröffentlichen.",0.712377
3529,3529,3529,"nevertheless , he bowled 54 overs and took eight wickets in the match .",dennoch krümmte er 54 Overs und nahm acht Dochte im Spiel .,trotzdem warf er 54 Overs und nahm acht Wickets im Match .,12,0.649089,12,2.389975,3.32196,0.65215,0.722361,"nevertheless, he bowled three overs and took three wickets in the match.",dennoch krümmte er 54 Overs und nahm acht Dochte im Spiel.,0.71649
3530,3530,3530,"on 9 August , the 5th Light Horse Brigade sic rode out towards El Buqqar and Khasif where they dispersed Ottoman patrols .","am 9. August ritt die 5. Light Horse Brigade sic in Richtung El Buqqar und Khasif , wo sie osmanische Patrouillen zerstreuten .","am 9. August ritt die 5. Light Horse Brigade ( sic ) in Richtung El Buqqar und Khasif , wo sie osmanische Patrouillen zerstreuten .",25,0.92639,25,4.509707,4.831791,0.934384,0.720931,"on this year, IBM sic rode out towards Paris and Paris where they dispersed Ottoman patrols.","am 9. August ritt die 5. Light Horse Brigade sic in Richtung Himalaya und Khasif, wo sie osmanische Patrouillen zerstreuten.",0.663967
3531,3531,3531,"halite and sylvite commonly form as evaporites , and can be dominant minerals in chemical sedimentary rocks .",Halit und Siebenbürgen bilden sich häufig als Verdampfer und können dominierende Mineralien in chemischen Sedimentgesteinen sein .,Halit und Sylvit bilden sich gewöhnlich als Verdampfungsprodukte und können dominante Mineralien in chemischen Sedimentgesteinen sein .,17,0.742952,17,3.07056,3.753243,0.744491,0.720258,"halite and sylvite commonly form as evaporites, and can be dominant minerals in chemical sedimentary rocks.",Himalaya und Himalaya bilden sich häufig als Verdampfer und können dominierende Mineralien in chemischen Sedimentgesteinen sein.,0.693528
3532,3532,3532,"the 2009 Florida Gators softball team has 7 seniors , 2 juniors , 7 sophomores , and 4 freshmen .","die 2009 Florida Gators Softball-Team hat 7 Senioren , 2 Junioren , 7 Sophomoren , und 4 Neulinge .","das 2009 Florida Gators-Softballteam besteht aus 7 zwölft- , 2 Elft- , 7 Zehnt- und 4 Neuntklässlern .",18,0.41105,18,2.095282,2.512149,0.429326,0.7407,"the this year IBM softball team has three seniors, three juniors, three sophomores, and three freshmen.","die 2009 IBM hat 7 Senioren, 2 Junioren, 7 Sophomoren, und 4 Neulinge.",0.718702
3533,3533,3533,political agitation at home from radicals such as the Chartists and the suffragettes enabled legislative reform and universal suffrage .,politische Agitation zu Hause durch Radikale wie die Chartisten und die Wahlberechtigten ermöglichten Gesetzesreformen und allgemeines Wahlrecht .,"die politische Agitation von Radikalen wie den Chartisten und den Suffragetten zu Hause , ermöglichte eine Gesetzesreform und ein allgemeines Wahlrecht .",22,0.500418,22,2.414968,2.704006,0.508495,0.724896,political agitation at home from radicals such as the Chartists and the suffragettes enabled legislative reform and universal suffrage.,politische Agitation zu Hause durch Radikale wie die Chartisten und die Wahlberechtigten ermöglichten Gesetzesreformen und allgemeines Wahlrecht.,0.723128
3534,3534,3534,grant presided over the Great Sioux War of 1876 and other clashes with the Native Americans .,Grant präsidierte den Großen Sioux Krieg von 1876 und andere Zusammenstöße mit den Indianern .,Grant präsidierte über den Großen Sioux-Krieg von 1876 und andere Konflikte mit den amerikanischen Ureinwohnern .,16,0.659338,16,2.821443,3.520936,0.668308,0.727013,David presided over the Great Sioux War of 1876 and other clashes with the Native Americans.,Grant präsidierte den Großen Sioux Krieg von 1876 und andere Zusammenstöße mit den Indianern.,0.72468
3535,3535,3535,"dead Ugandan and Libyan soldiers on the streets of Kampala , 15 April 1979","Tote ugandische und libysche Soldaten auf den Straßen Kampalas , 15. April 1979","Tote ugandische und libysche Soldaten auf den Straßen von Kampala , 15. April 1979",14,0.933549,14,3.434038,4.49429,0.926611,0.754801,"dead Ugandan and Libyan soldiers on the streets of Paris, this year","Tote ugandische und libysche Soldaten auf den Straßen Himalaya, 15. April 1979",0.721825
3536,3536,3536,"Steve Trevor destroys it by detonating the payload mid flight , sacrificing himself .","Steve Trevor zerstört es , indem er die Nutzlast mitten im Flug zündet und sich selbst opfert .","Steve Trevor zerstört es , indem er die Nutzlast mitten im Flug zur Explosion bringt und sich selbst opfert .",20,0.857887,20,3.895181,4.506638,0.866575,0.716302,"David destroys it by detonating the payload mid flight, sacrificing himself.","Steve Trevor zerstört es, indem er die Nutzlast mitten im Flug zündet und sich selbst opfert.",0.711195
3537,3537,3537,lesser appointments he delegated to his vizier or to the priests themselves .,kleinere Ernennungen delegierte er an seinen Vizier oder an die Priester selbst .,unbedeutendere Berufungen delegierte er an seinen Wesir oder an die Priester selbst .,13,0.766154,13,2.859313,3.848912,0.76688,0.726674,lesser appointments he delegated to his vizier or to the priests themselves.,kleinere Ernennungen delegierte er an seinen Vizier oder an die Priester selbst.,0.727324
3538,3538,3538,"on August 16 , the Białystok Ghetto uprising erupted .",am 16. August brach der Aufstand im Ghetto Białystok aus .,am 16. August brach der Aufstand im Ghetto Białystok aus .,11,0.999624,11,3.459432,4.989072,0.999262,0.740256,"on this year, the Białystok Ghetto uprising erupted.",am 16. August brach der Aufstand im Ghetto Białystok aus.,0.71537
3539,3539,3539,"Kafka passed for 309 yards , two touchdowns and an interception against Minnesota .","Kafka übergab für 309 Yards , zwei Touchdowns und ein Abfangen gegen Minnesota .","Kafka hat einen Pass über 309 Yards , zwei Touchdowns und eine Interception gegen Minnesota gespielt .",17,0.642847,17,2.490583,3.044318,0.63605,0.689369,"David passed for 309 yards, three touchdowns and an interception against IBM.","Kafka übergab für 309 Yards, zwei Touchdowns und ein Abfangen gegen IBM.",0.687151
3540,3540,3540,"tales and beliefs about the adventures of explorers , heroes , and damsels .","Geschichten und Überzeugungen über die Abenteuer von Entdeckern , Helden und Mädchen .","Geschichten und Überzeugungen über die Abenteuer von Entdeckern , Helden und Jungfern .",13,0.92094,13,3.345278,4.503068,0.916875,0.727066,"tales and beliefs about the adventures of explorers, heroes, and damsels.","Geschichten und Überzeugungen über die Abenteuer von Entdeckern, Helden und Mädchen.",0.73491
3541,3541,3541,"Orleans Parish divided sheriffs ' duties between criminal and civil , with a different elected sheriff overseeing each aspect .","Orleans Parish teilte Sheriffs Pflichten zwischen kriminellen und zivilen , wobei ein anderer gewählter Sheriff jeden Aspekt überwachte .","die Pfarrei Orleans teilte die Aufgaben der Sheriffs in strafrechtliche und zivilrechtliche Aufgaben auf , wobei jeder Aspekt von einem anderen gewählten Sheriff überwacht wu",25,0.239324,25,1.423337,1.524992,0.252459,0.728788,"Paris divided sheriffs' duties between criminal and civil, with a different elected sheriff overseeing each aspect.","Himalaya teilte Sheriffs Pflichten zwischen kriminellen und zivilen, wobei ein anderer gewählter Sheriff jeden Aspekt überwachte.",0.710168
3542,3542,3542,"in the bad weather of February 1941 , Fighter Command flew 568 sorties to counter the Luftwaffe which flew 1,644 sorties .","bei schlechtem Wetter im Februar 1941 flog Fighter Command 568 sorties , um der Luftwaffe zu begegnen , die 1.644 sorties flog .","bei dem schlechten Wetter im Februar 1941 flog das Jagdkommando 568 Einsätze gegen die Luftwaffe , die 1.644 Einsätze flog .",21,0.583064,21,2.443089,2.779784,0.577643,0.707772,"in the bad weather of this year, IBM flew three sorties to counter the IBM which flew three sorties.","bei schlechtem Wetter im Februar 1941 flog IBM 568 sorties, um der IBM zu begegnen, die 1.644 sorties flog.",0.661652
3543,3543,3543,"this sacrilege leads to Achilles ’ own death , when Apollo avenges himself by helping Paris strike Achilles with the arrow that pierces his heel .","diese Sakrilege führt zu Achilles Gefown Tod , als Apollo rächt sich , indem Paris schlagen Achilles mit dem Pfeil , der seine Ferse durchbohrt .","das Sakrileg als Apollo sich rächt , indem er Paris dabei hilft , Achilles mit dem Pfeil zu treffen , der ihn daraufhin in die Ferse trifft , führt dazu , dass Achilles stirb",34,0.417432,34,2.512403,2.494558,0.433728,0.702606,"this sacrilege leads to David’ own death, when David avenges himself by helping Paris strike David with the arrow that pierces his heel.","diese Sakrilege führt zu Achilles Gefown Tod, als Apollo rächt sich, indem Himalaya schlagen Achilles mit dem Pfeil, der seine Ferse durchbohrt.",0.679437
